gene_name,C3L-02168-Tumor,C3N-04162-Tumor,C3L-01663-Tumor,C3N-02300-Tumor,C3L-00568-Tumor,C3L-02627-Tumor,C3L-00965-Tumor,C3N-03424-Tumor,C3L-02625-Tumor,C3L-02619-Tumor,C3N-02289-Tumor,C3L-01884-Tumor,C3N-01025-Tumor,C3L-02963-Tumor,C3L-02546-Tumor,C3L-02552-Tumor,C3N-02288-Tumor,C3N-03425-Tumor,C3N-01020-Tumor,C3N-01194-Tumor,C3L-02964-Tumor,C3N-02675-Tumor,C3N-02339-Tumor,C3L-03272-Tumor,C3N-03875-Tumor,C3N-03848-Tumor,C3L-02650-Tumor,C3N-03486-Tumor,C3L-00904-Tumor,C3L-02646-Tumor,C3N-02375-Tumor,C3N-00211-Tumor,C3N-02374-Tumor,C3N-03877-Tumor,C3L-01606-Tumor,C3L-01000-Tumor,C3L-04391-Tumor,C3L-00445-Tumor,C3L-02130-Tumor,C3N-03441-Tumor,C3N-02575-Tumor,C3N-03092-Tumor,C3N-03051-Tumor,C3N-03093-Tumor,C3L-02127-Tumor,C3L-02669-Tumor,C3L-00081-Tumor,C3L-03963-Tumor,C3N-02425-Tumor,C3N-01892-Tumor,C3N-01893-Tumor,C3N-00555-Tumor,C3N-03882-Tumor,C3L-03962-Tumor,C3L-02665-Tumor,C3L-00927-Tumor,C3L-04014-Tumor,C3N-03880-Tumor,C3N-01846-Tumor,C3N-03076-Tumor,C3N-02426-Tumor,C3L-01838-Tumor,C3L-03961-Tumor,C3L-03965-Tumor,C3N-03072-Tumor,C3N-00221-Tumor,C3N-04127-Tumor,C3L-00923-Tumor,C3L-02649-Tumor,C3L-02891-Tumor,C3N-03851-Tumor,C3N-03886-Tumor,C3N-03662-Tumor,C3N-02434-Tumor,C3N-02435-Tumor,C3L-04013-Tumor,C3N-04124-Tumor,C3L-02660-Tumor,C3L-02648-Tumor,C3N-02283-Tumor,C3L-02968-Tumor,C3L-01285-Tumor,C3L-00603-Tumor,C3L-02969-Tumor,C3L-00415-Tumor,C3L-01455-Tumor,C3L-00993-Tumor,C3N-00497-Tumor,C3L-03678-Tumor,C3N-00247-Tumor,C3L-02349-Tumor,C3N-04155-Tumor,C3L-02163-Tumor,C3L-02629-Tumor,C3N-02285-Tumor,C3N-02252-Tumor,C3N-01411-Tumor,C3N-01028-Tumor,C3L-02358-Tumor,C3N-02284-Tumor,C3L-02170-Tumor,C3L-02164-Tumor,C3N-02523-Tumor,C3L-04071-Tumor,C3N-02494-Tumor,C3L-02951-Tumor,C3N-03204-Tumor,C3N-01017-Tumor
TMEM81,5.6077,7.8035,5.9132,4.4205,5.5402,4.1045,6.6348,2.7745,7.5016,4.4252,4.4018,6.3067,12.9257,3.3981,3.1391,2.7246,12.0743,6.7809,6.3416,2.459,6.5691,7.5721,4.4405,9.0976,5.4001,5.3951,4.3314,4.9317,5.1689,8.0523,7.2353,3.8083,4.8546,5.9186,3.6636,5.2543,3.8254,6.9297,2.4901,4.3726,3.7661,4.3921,3.8008,4.9877,10.2231,8.041,6.0951,5.6484,6.0746,5.8299,3.4137,3.3136,2.5217,9.3819,4.5438,5.0548,7.7388,6.6378,5.1273,10.1259,6.8661,3.0578,6.3902,6.2429,6.5012,5.3723,4.5698,3.0002,11.3647,5.9988,10.3294,14.5251,8.8632,8.326,6.7249,20.2755,6.2095,7.9073,3.7737,10.4349,3.9825,9.247,6.6497,5.4648,2.569,2.8649,4.26,4.4885,5.7636,2.0113,5.5442,6.3244,10.3662,5.8199,6.7098,6.1802,8.271,5.3156,3.1765,6.7436,2.859,2.9737,8.3208,7.0371,4.5855,3.7315,8.9987,17.559
TMEM82,0.2958,0.0637,0.0,0.0,0.0,0.0,0.0557,0.0,0.0,0.3647,0.0874,0.112,0.0,0.0,0.0326,0.0327,0.1655,0.0,0.05,0.0,0.1177,0.2369,0.0,0.0,0.0,0.1083,0.0,0.0679,0.0,0.0682,0.0,0.0,0.0597,0.2914,0.0583,0.0,0.0,0.0,0.0666,0.0917,0.0,0.1026,0.045,1.2239,0.1599,0.0613,0.0,0.0599,0.0467,0.0,0.0,0.0378,0.0,0.0722,1.0601,0.0993,0.0,0.0,0.0657,0.1957,0.0566,0.0818,0.0,0.0,0.0,0.0413,0.1265,0.1878,0.0,0.0469,0.0,0.27,0.3519,0.0444,0.0667,0.1304,0.0,0.0723,0.0,0.0922,0.0,0.0667,0.0,0.051,0.0,0.0767,0.0,0.1441,0.0,0.0884,0.1055,0.0,0.0,0.1954,0.0579,0.1001,0.0,0.0511,0.1599,1.1728,0.153,0.0,0.1578,0.0601,0.0864,0.0379,0.0516,0.2026
TMEM86A,5.9854,4.1191,11.0084,5.1181,5.511,4.6317,3.9006,7.7062,6.2259,5.7056,9.2272,3.4457,4.0869,3.4729,4.3958,5.5986,8.7443,7.3125,7.7591,3.9051,6.8074,12.6308,6.6871,5.7328,4.9737,8.2659,5.3353,8.2263,3.1101,5.1021,5.6204,3.5571,5.6693,5.3511,4.0056,6.5373,7.3794,5.3308,3.5347,6.0211,2.6553,10.9781,4.7422,9.1568,3.3725,7.0931,5.2972,8.7437,7.2783,8.3429,9.3163,6.2799,2.856,6.7495,5.0474,11.6818,7.4334,4.1836,7.9138,8.5046,14.9342,4.6327,6.723,6.6835,4.9652,4.8909,7.5029,5.5713,6.6723,6.4476,4.2243,4.9271,4.7271,2.2209,6.2654,6.853,8.573,6.2181,5.3484,5.2664,7.1576,2.3132,6.6274,7.3128,5.0365,4.5751,2.6487,6.3102,6.3791,8.0127,7.5002,3.7703,5.4462,12.9387,6.3783,7.5733,3.0734,6.3272,3.336,1.2886,5.5542,5.5373,7.2102,7.4764,3.7017,5.6769,5.3341,3.3763
TMEM86B,0.4307,0.6427,0.5972,1.1796,1.1595,1.4109,0.5987,0.8752,1.9198,1.5688,1.1158,0.7148,0.8365,0.4685,0.7221,0.5049,1.8171,1.1296,1.2778,1.0544,1.6223,1.6323,1.1179,0.824,0.7199,1.1278,1.3052,0.411,0.8017,1.4666,1.0812,0.5542,0.8031,1.3708,0.6662,0.8374,0.8599,1.3556,0.2687,0.7398,0.4596,1.5521,0.786,1.5276,1.0212,0.536,0.8757,0.6445,1.2876,1.3034,0.8754,0.5076,0.2454,1.3096,0.9913,2.1018,1.3615,0.6019,0.8836,0.888,1.0269,0.4674,0.8929,1.0593,0.7224,1.6665,0.7655,1.1042,1.2542,1.0408,1.4549,1.391,0.5913,0.5673,3.3198,3.1119,1.0356,1.6514,0.723,1.1151,1.7913,0.3586,0.4806,0.8219,0.9108,0.6955,0.4106,0.7991,1.2836,0.7427,0.7801,0.7927,0.9997,1.5099,1.7118,1.2108,0.2793,1.0993,1.5765,1.819,0.6169,0.9604,1.1314,1.7383,0.4935,1.0685,0.7629,1.0894
TMEM87A,49.1883,76.742,44.8758,47.411,53.3395,54.1498,41.2907,35.2495,23.9241,35.3926,39.7836,28.0268,35.7153,19.743,39.1197,35.2022,46.0859,48.9765,35.3113,22.7919,50.1908,40.3383,27.751,44.669,34.9512,48.188,37.8259,24.3712,33.2479,57.9253,23.2644,59.994,24.8449,80.4987,50.9278,40.4141,44.9362,32.4211,37.5688,59.5837,22.3455,33.9955,46.6437,29.9914,39.4845,58.8485,58.2364,48.6966,23.2876,49.3238,50.7213,35.1545,47.2461,104.8653,50.7321,58.7203,32.6737,24.4375,45.952,57.2732,45.4413,46.1555,49.9656,76.9052,62.3598,42.1395,42.4259,30.5494,77.0579,43.6991,41.2807,55.2679,66.7169,69.5371,53.9102,42.0543,40.7004,52.3646,56.2125,21.423,35.5253,47.2186,34.6498,45.7013,34.6435,23.6385,46.6114,31.0128,64.3788,33.4551,44.0407,28.4909,47.5117,36.3202,51.7683,38.6611,32.0198,30.0999,63.4925,53.4779,35.0643,32.8432,60.1579,40.2462,39.9314,36.8097,42.7741,41.4444
TMEM87B,50.9365,54.5411,51.9976,34.875,36.0919,59.6078,53.0724,43.1676,36.3718,18.6141,25.7465,45.7986,34.475,12.8165,31.8737,21.2855,43.7819,63.5128,39.104,19.8606,23.6449,41.5566,33.8305,41.658,39.9172,41.735,35.6981,27.9709,54.5601,38.8537,36.7663,66.0968,27.9181,52.2904,44.8281,32.9427,41.8015,38.0539,24.9969,51.7196,26.7375,37.3402,40.864,49.8319,53.3518,49.6572,61.6098,32.0985,82.5076,24.9017,31.96,40.7778,44.0385,62.3348,59.2847,44.7046,46.6386,37.7317,60.5385,61.0875,37.9051,35.666,50.4971,53.4153,62.6201,29.4185,46.6846,34.6118,59.9345,44.4267,34.076,36.9217,58.7123,29.1311,46.141,41.1525,47.8029,43.8999,55.2902,18.1726,37.1237,40.364,25.0824,56.7101,41.4476,32.8025,34.6116,19.6875,44.5416,34.5842,38.5454,40.0275,33.2368,39.0049,30.438,32.3258,55.2687,31.5056,32.7606,53.9219,30.7332,15.9997,55.6687,58.6385,34.4837,21.6176,71.9163,91.3539
TMEM88,1.0581,3.8941,2.0958,3.5496,1.6276,1.8597,3.9527,1.72,1.0718,2.2882,5.4822,1.5711,0.7795,1.7263,3.3327,1.7257,3.4617,1.8181,2.9738,2.0391,1.458,5.1832,1.6673,2.3277,0.6121,2.9493,2.389,1.1779,1.3129,2.3643,1.4488,0.7882,1.8743,1.6838,1.6365,3.9671,0.2535,4.3766,2.035,6.8155,0.8468,2.0335,1.5595,2.2131,3.565,0.9115,0.2933,2.2758,1.0801,2.4814,1.8036,2.1197,0.3768,3.6937,4.8703,2.2127,2.4645,1.2451,2.3876,1.5351,2.2423,1.4183,3.685,2.9275,1.6267,1.8422,1.6715,3.9525,1.6654,1.7045,2.1273,6.6855,2.0334,0.4401,2.8653,1.292,1.6281,15.0338,3.0447,8.0657,2.8071,1.101,3.7389,1.0095,2.2373,2.3413,0.9455,1.3681,2.2523,1.4596,2.8746,0.9736,2.3738,2.0158,3.1538,2.5612,1.1147,2.8691,2.9046,2.0853,5.4307,4.0975,1.3029,2.7805,1.5688,1.4998,1.3629,2.007
TMEM88B,0.0,0.0,2.7922,3.8605,2.53,1.2013,0.1633,0.2546,0.0,0.0,0.3844,0.1642,0.5035,0.4089,0.191,0.5748,0.4855,0.17,0.4402,0.0979,0.518,0.1737,0.8711,0.1798,0.0,0.1588,0.1117,0.1993,1.7492,1.6,0.5719,0.0,0.0,1.2819,0.171,0.1305,0.0,0.6761,0.3908,0.1345,0.1671,0.1505,0.7915,0.0,0.2346,0.0,0.3474,0.0,0.137,0.1422,0.7394,1.2183,0.0,5.08,0.0,0.0,0.0,0.0,0.3856,0.1435,0.0,1.0798,0.0,0.1445,0.0,0.1212,0.1237,0.0,0.1479,0.1376,0.4535,0.5278,0.516,1.6938,0.0,0.5738,0.7231,0.4239,0.0,0.6759,0.9434,0.7823,0.6991,0.0,0.0,0.0,1.4556,1.1623,0.6001,0.0,0.0,0.0,0.8725,0.7162,0.6791,0.4403,0.1523,0.0,0.3127,1.5876,0.6731,0.2206,1.2344,0.1764,0.0,0.111,0.0,1.3865
TMEM89,0.0,0.1597,0.0,0.6595,0.0,1.0261,0.4184,0.5437,0.5421,1.4619,0.2189,0.2805,1.8278,0.0873,0.5709,0.2455,0.1382,1.0163,1.6294,0.7526,0.4425,0.1484,0.0,2.457,0.7224,0.0,0.2862,0.5107,0.0,0.3417,0.4885,0.3262,0.2994,0.0,1.3147,1.3377,0.1282,0.0,0.7511,1.1491,0.0,0.6428,0.5634,0.292,1.6028,0.0,0.0,0.9008,0.4682,0.1215,0.1053,0.8514,1.3721,1.2656,2.8867,0.1244,0.1336,0.1181,0.3294,0.1226,0.0,0.205,0.0,0.0,1.5707,2.5882,0.0,0.588,1.0108,1.0581,2.5824,8.1155,2.4243,1.4468,1.8394,3.5941,0.3088,0.0,0.5133,1.3855,0.6907,4.3435,2.0901,0.383,0.1212,0.192,0.9564,1.0831,1.0253,0.443,0.1322,0.4432,0.8694,0.2447,1.1601,0.8776,0.1301,0.3841,1.8698,1.5821,0.3833,0.0,1.4497,0.9794,0.0,0.6638,0.2585,0.6768
TMEM8B,2.9164,1.1965,2.9698,0.5933,1.2442,1.2981,1.9217,1.3747,1.5323,1.6027,2.0327,3.2865,1.8784,0.8743,0.7038,1.1303,1.3154,2.8047,1.1394,1.0631,1.1155,3.8572,2.8484,2.661,0.7989,1.5602,1.3109,2.5507,1.6329,2.1171,5.6681,1.3088,1.1056,3.104,1.499,2.6283,1.3612,8.92,0.5749,1.5546,3.2244,1.0181,0.9563,1.3531,2.241,1.3697,2.2233,1.85,1.0517,2.0702,1.7081,1.6561,0.8526,5.6625,0.7708,1.2364,4.951,0.7463,2.9764,1.38,2.064,1.23,1.4277,1.516,1.8486,2.7388,0.7843,1.3321,2.4138,2.2167,0.8986,5.5794,5.4703,5.0665,9.3878,5.1456,10.0719,1.7679,1.7772,3.366,1.2059,2.9305,2.1259,0.9791,1.1022,0.9376,1.1955,2.1794,2.3725,0.9044,4.332,2.0826,6.5937,1.551,1.7096,5.0304,2.3517,4.1921,1.6931,0.8427,1.0275,1.1106,0.7722,1.6854,1.4178,1.0539,1.0923,3.6588
TMEM9,28.0992,24.5278,69.1272,42.327,25.8403,26.9397,37.1056,20.2028,20.5406,25.8909,27.6536,39.4697,23.6886,17.4015,22.5612,24.7029,52.1512,26.2693,25.2202,16.0392,31.952,36.6413,39.7431,20.0875,21.9793,24.6553,26.9193,42.9059,31.9885,30.6075,27.697,29.3868,12.6719,59.4101,26.2353,40.3205,25.8152,54.044,23.2314,36.1581,30.5111,30.5929,16.9927,19.6561,27.8857,47.0936,41.4544,25.0014,29.3524,35.0776,32.4717,23.039,11.1083,49.7976,36.861,25.7338,44.2438,20.1484,68.3029,42.0382,31.9002,26.1331,23.5389,23.3405,17.2485,20.9985,26.1868,19.8761,80.4844,26.1946,58.8864,24.4853,24.6178,37.3279,30.7217,57.8675,22.4895,38.1045,25.0862,70.5257,28.9838,57.2594,37.5663,13.8649,28.1198,18.3879,29.2252,28.0041,31.4938,14.6973,66.7493,39.6041,46.4415,23.0536,30.1374,37.9386,42.0144,23.9383,25.7343,42.087,19.8993,14.1916,30.4892,27.8601,18.2255,23.7067,39.5705,55.5274
TMEM91,2.5457,2.0343,10.0902,3.5895,2.6812,5.0799,2.3259,4.4328,4.9468,6.9832,6.16,2.9555,7.645,3.1547,2.2102,4.9843,5.7305,5.414,3.2223,1.5494,4.3381,3.6087,7.8585,2.3118,2.0078,7.1924,7.4897,3.962,2.7299,5.7371,1.8103,3.8023,7.6615,5.5368,4.8717,6.0671,4.0382,4.6142,2.3194,2.1822,3.0421,3.9007,4.2279,2.367,7.517,10.998,6.3915,2.4341,4.3922,5.7385,11.1406,6.6387,1.4565,2.5124,3.0487,3.3697,5.7223,4.5669,7.3229,2.8962,7.8144,2.8245,2.7133,3.115,4.6253,5.7307,2.986,3.241,1.8143,3.2946,1.555,2.976,2.7563,6.4183,7.9781,8.4377,2.7893,5.1156,3.1506,3.2356,4.266,2.128,1.556,2.1286,2.5834,3.8693,2.1265,2.9266,3.2452,2.7187,5.602,2.0529,6.8177,3.7121,7.0194,9.2042,4.9722,3.2325,4.083,1.4656,3.8392,3.469,3.846,3.9086,2.0299,4.6339,14.4587,5.3683
TMEM92,1.603,1.0514,4.6062,1.5921,2.352,1.0375,0.6297,5.421,1.7948,2.6469,4.4473,2.9017,1.699,1.7082,2.547,2.9862,2.0542,4.2607,4.1026,0.6135,3.3015,3.5172,4.9831,0.2889,1.1843,3.801,3.7863,7.6848,1.8738,2.3781,1.9987,8.5286,4.5333,5.6986,2.1982,3.1454,6.3428,4.9698,2.8258,4.777,1.6383,9.7949,3.0312,7.4154,3.2412,6.3888,2.0374,3.022,1.4093,6.2602,9.0089,0.961,2.0003,2.0066,16.2038,4.0235,11.4811,1.3993,8.2711,2.1448,7.0137,4.2026,1.6529,1.4391,2.5748,1.4022,4.6716,1.5485,1.4023,3.4941,0.5101,1.6538,4.8091,1.6749,3.3343,1.4137,1.4523,2.5883,7.0974,4.6479,2.3171,0.5657,4.0161,1.1526,4.8352,2.1493,1.5833,1.0357,5.6252,3.6247,8.7022,2.1954,8.201,7.342,3.2735,2.5234,1.0769,2.9145,2.3365,0.2126,5.6777,2.41,1.4379,5.4989,0.6513,3.6746,3.0149,3.4054
TMEM94,11.7029,19.7191,14.7225,8.7777,13.4864,14.082,18.4042,13.6565,13.512,17.1412,17.6485,25.3975,18.4254,7.0337,7.9106,7.9414,28.0535,17.4381,18.4224,15.2036,13.8723,20.9316,17.9685,27.5773,21.57,10.4063,10.8313,16.8396,10.7729,13.6641,16.9236,8.8969,18.7972,23.3122,13.2369,11.0385,7.503,29.6218,11.5909,12.5639,33.5222,14.3278,10.441,23.4019,26.8566,13.0746,15.3725,13.6435,43.7666,18.5938,12.7086,10.3618,17.1621,42.4847,13.6548,13.8819,17.2733,15.9408,20.0405,8.9627,14.7876,10.0829,10.3261,18.9372,10.9029,33.4787,8.6409,9.0088,17.6855,13.1688,14.8579,35.5306,17.1784,20.7164,29.1032,30.5866,14.749,16.3369,10.4198,11.0068,27.9532,28.4689,10.4581,13.8925,25.402,7.8692,28.8092,12.352,54.0926,9.7812,15.5884,54.7526,21.9967,16.4555,14.4062,22.1621,14.4256,23.6059,40.5605,19.2572,9.3968,10.0242,12.8998,18.5385,9.8123,14.082,10.0417,16.2798
TMEM95,0.6393,0.7515,0.5986,0.8793,0.7264,0.2414,0.6564,0.7676,1.0204,3.6977,1.1847,0.33,0.8602,0.7807,0.6525,0.4236,2.9922,0.7516,0.7078,0.5116,0.4164,0.6285,2.7313,0.2891,0.1457,0.1915,1.1672,0.5607,0.1562,4.4216,0.1724,0.2558,0.3522,0.3435,0.275,0.0,1.086,0.7473,0.4713,0.757,0.3359,0.121,1.2197,0.4809,1.0371,0.7955,0.3491,0.1413,0.606,1.1431,0.1981,0.1336,0.269,0.5956,0.2717,0.7022,0.3142,0.5556,1.0849,0.1731,1.8013,0.4823,0.1253,0.871,1.0559,0.4385,0.9449,0.166,0.2973,0.2766,0.9722,0.9548,0.9334,1.0475,0.3935,0.3844,0.7266,0.5112,0.7247,0.2173,0.3792,0.3145,0.0703,0.4205,0.3994,0.6778,0.09,0.4672,0.1608,0.469,0.0622,0.4866,0.9936,0.6909,0.4095,0.236,0.2449,0.3615,1.1941,1.7017,0.4509,0.0887,0.4341,0.9927,0.5092,1.5172,2.3113,0.2389
TMEM97,35.7751,23.805,26.9222,11.4996,30.9924,9.3834,69.4514,13.2805,14.4346,14.2665,9.3631,17.9528,40.0895,6.7137,15.4944,5.262,33.7882,27.4106,17.2297,15.2444,9.4843,9.1048,6.7897,54.0258,14.6737,6.2404,7.6163,32.8046,7.4436,15.9914,39.2441,8.1675,25.5502,95.4247,18.0397,27.3361,10.7656,48.2072,10.9137,21.1731,27.0942,26.7242,16.5092,13.0638,54.2133,32.6692,34.9544,16.2978,23.8726,15.1191,11.7363,24.8358,77.4621,65.6337,47.9576,24.2588,28.4435,22.895,29.8262,28.5937,7.4436,6.5498,23.6933,66.5601,37.9934,63.8064,7.6892,14.8465,71.1626,21.0845,60.1017,58.3852,36.3192,63.9302,15.5215,65.9251,69.2911,20.2226,33.3381,36.9643,17.115,155.7557,71.0503,24.3751,25.1782,5.8722,24.188,21.8143,32.1585,8.5367,38.313,98.5723,23.9127,27.2126,14.4584,24.4811,59.9254,29.461,11.9765,23.6005,8.4228,6.5023,39.706,27.7057,23.5132,12.8855,30.0693,46.8465
TMEM98,24.4805,19.3121,26.4321,10.7413,13.6099,5.6262,26.3311,17.2929,15.6036,14.3466,15.6549,9.2655,17.635,7.5337,13.2962,21.3174,22.1648,8.9,7.6275,3.5844,10.1543,12.6556,26.5241,18.3317,6.67,12.2883,9.3643,5.028,6.1758,16.2199,12.4635,16.275,10.9704,71.4542,7.5751,20.1401,12.8274,26.0354,8.4611,15.7457,4.6612,16.0186,15.2788,11.1869,7.898,23.4649,21.9458,21.7073,2.8469,12.786,18.035,6.3976,7.3262,38.8489,7.219,6.3521,18.4789,12.8104,31.8558,10.5781,21.4257,16.2737,12.1964,22.3757,15.4241,107.7459,13.155,12.1835,18.8433,17.2454,9.1477,44.9099,33.0636,34.7283,26.7768,48.3475,17.6262,28.1462,16.3173,51.9646,12.5153,82.8877,30.1403,10.2487,11.2691,13.0932,5.9159,11.2256,14.2314,10.0346,40.0843,17.865,18.9098,17.7441,18.0679,25.7964,33.5642,14.6454,9.4621,3.3129,16.3861,11.1303,28.729,18.2384,12.1119,15.9108,28.7633,22.6206
TMEM9B,42.1032,81.5656,41.108,48.8125,22.912,39.6998,44.7349,44.8779,32.1869,29.3226,29.0343,24.3036,23.8519,14.8118,34.4081,30.6989,36.3286,37.5968,25.0709,27.5191,23.6062,46.8672,41.2063,38.9818,44.6526,35.6964,41.448,50.1681,37.8772,31.2096,49.8775,28.6855,27.3454,33.8226,19.2102,39.3885,36.9624,45.9198,23.6179,44.8189,53.1849,43.7771,35.8193,37.181,22.018,49.5701,62.8624,30.1834,23.3671,22.9811,43.115,26.1744,35.3661,32.3661,39.8585,25.4815,32.1865,24.0749,49.4921,26.7467,42.4617,37.4653,43.295,37.2601,43.9672,40.9724,35.4228,38.5785,31.713,39.4547,30.4069,31.5313,52.3502,33.244,37.2318,21.6182,52.6695,41.1959,40.7145,31.8042,31.8519,25.3424,29.923,48.9052,44.2255,28.7389,24.9615,23.6479,17.1067,32.2655,36.5165,45.8445,35.1508,35.6235,22.9443,28.2963,73.0085,25.0892,29.1101,37.1879,24.9093,19.4184,43.1294,32.0591,30.7107,25.1924,34.2596,55.9534
TMF1,24.261,22.9411,32.0219,20.512,25.3321,21.1717,21.6314,30.6739,19.6011,17.2832,21.286,19.8693,17.4498,15.9504,19.9301,18.1298,19.9675,25.7943,27.0865,16.8471,15.7426,27.2922,22.4404,25.6156,21.1903,25.7904,25.9347,14.7979,27.6078,27.6383,15.348,30.7939,12.0863,29.2051,24.8552,22.2387,22.8886,22.7047,16.0657,30.9469,12.5367,30.8629,22.8498,27.7344,15.4917,22.4792,33.9853,28.87,12.3929,18.4647,19.8565,18.3493,9.1909,23.7476,30.9217,22.2188,31.7584,24.2008,35.2152,22.7979,22.8425,23.3252,25.4348,24.4907,29.7348,18.1438,20.0513,24.4531,30.0733,25.2424,29.1621,23.0611,30.2957,13.6784,29.4033,31.5572,30.3089,29.7383,29.3958,24.6647,15.7328,21.0552,18.7403,23.3007,22.0958,30.3474,12.9666,19.4522,27.7693,27.0028,18.8815,22.1901,21.7314,29.531,18.7518,18.2557,19.2786,25.8617,15.8213,23.0215,22.4504,19.0401,25.4195,32.4357,15.6071,14.7059,30.4063,24.2923
TMIE,0.1647,0.2982,0.5515,1.4369,0.0824,0.1027,0.1488,0.5222,0.2025,0.39,0.584,0.1122,0.3155,0.2795,0.1088,0.4803,0.8851,0.5036,0.4682,0.3123,0.2361,0.9897,1.0323,0.4097,0.7985,0.2533,0.2036,0.2044,0.4429,0.6381,0.1629,0.8122,0.2396,0.7303,0.4287,0.4461,0.8209,0.8474,0.5789,0.3066,0.4952,0.4802,0.3908,1.4412,0.4276,0.82,0.1187,0.2003,0.7495,0.3564,1.5164,0.2271,0.8236,0.5788,1.2014,0.1991,1.3896,0.693,3.0315,0.0981,0.8699,0.2734,0.2131,0.1975,0.4789,0.3314,0.3947,0.5961,0.7753,0.2823,2.3424,0.9623,0.1176,1.9597,0.3123,0.8281,0.1648,0.4347,1.7461,3.0495,0.86,0.1783,2.7483,0.4768,0.3882,0.3074,0.1786,0.1445,1.5044,0.5909,0.5289,0.5124,1.1598,0.3917,0.6964,0.5017,0.1041,0.2733,0.4632,1.3868,0.1278,0.3016,2.7074,0.2613,0.0577,0.2024,0.2759,0.4514
TMIGD1,0.0,0.2996,0.0,0.0,0.0,0.0,0.0,0.0,0.5086,0.0,0.0,0.0658,0.1513,0.0,0.0383,0.0,0.0648,0.0,0.0,0.0,0.0,0.0696,0.0,0.2161,0.0,0.1908,0.0,0.0,0.0,0.1603,0.1146,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0539,0.0,0.0,0.1057,0.0,0.1879,0.0,0.1392,0.0,0.0,0.0,0.0987,0.0,0.5363,0.0,0.0,0.0,0.1253,0.0554,0.0,0.0,0.0,0.0,0.1249,0.0,0.9473,1.0683,0.0,0.1103,1.1853,0.0,0.0606,0.0,0.0,0.0,0.0784,0.0766,0.0,0.1698,0.0,0.0542,0.054,0.9403,0.0,0.1198,0.1706,0.0,0.1346,0.0,0.0,0.0,0.124,0.1386,0.0,0.0,0.0,0.4704,0.1221,0.0,0.0626,0.0,0.0,0.0,0.0618,0.0353,0.1015,0.0,0.0,0.1587
TMIGD2,0.4509,0.8018,1.524,1.0535,0.2114,1.405,0.191,0.8934,2.2763,0.0834,0.7493,0.512,0.2454,0.3188,0.7445,0.4108,0.694,0.8615,1.3158,1.5649,2.4234,4.3347,0.5434,0.8411,0.8008,1.176,1.0449,1.6315,0.3789,1.1696,0.2787,0.1489,0.3416,0.0833,1.6668,2.1878,0.7022,0.1318,0.9903,0.4196,0.1303,1.467,0.5143,1.1328,0.0914,1.473,0.474,1.3705,0.2671,1.4967,1.9697,0.6477,0.1044,0.0825,4.2161,0.6811,0.6096,2.3712,0.3758,0.056,0.9059,0.3274,1.8229,0.6195,0.2048,0.1418,0.5306,1.0198,0.2883,0.9122,0.3536,0.0,0.3018,0.3048,0.6106,0.2983,0.4228,1.0742,0.9957,0.3689,0.7356,0.305,0.6814,4.3697,0.9407,3.8564,0.3056,2.0186,1.4818,2.1734,1.8098,0.4046,0.5102,1.8987,0.8604,3.3759,0.4157,1.2273,0.6096,0.3095,1.312,0.9889,0.4211,1.7537,0.889,0.3895,0.6489,0.3861
TMIGD3,3.4573,1.7806,8.1476,1.6428,1.8675,4.1079,1.9192,4.6179,1.9548,3.6848,3.038,2.9276,4.2852,3.1485,0.7933,3.0671,6.1649,3.3067,7.4338,1.1506,3.8837,4.2244,2.6479,0.6922,4.9946,4.9544,11.202,1.7162,3.0719,2.7559,1.5935,4.849,1.7045,1.9049,2.6683,4.4692,2.3723,3.3221,3.3063,16.0558,3.2516,4.026,2.4861,3.81,2.519,2.6614,3.6254,6.6961,1.6663,3.4864,3.5707,4.9373,0.8138,4.5464,3.6432,1.947,2.5663,2.2409,5.5866,8.0272,4.2712,1.6046,3.2846,2.6638,2.0761,1.228,4.2368,2.5107,1.9483,1.1714,5.7586,0.5348,3.137,1.3729,1.6265,1.6665,4.1025,1.675,3.3489,1.0956,1.5294,2.1005,4.2147,1.6958,2.1572,2.5967,0.4992,0.8993,2.8781,7.0143,5.2992,2.0677,1.6501,3.7733,1.8577,2.1116,1.852,1.8226,2.4713,0.3217,2.7505,2.8829,3.1891,1.8052,2.0792,6.2987,2.3917,5.4185
